Ekran Boyutu,İşletim Sistemi,Ekran Çözünürlüğü,Ekran Panel Tipi,Ekran Çözünürlük Biçimi,Ağırlık,Ram(Bellek) Boyutu,İşlemci Modeli,İşlemci Arttırılmış Frekans,İşlemci Çekirdek Sayısı,İşlemci Markası,İşlemci Temel Frekans,İşlemci Önbelleği,Ram(Bellek) Türü,SSD Boyutu,uri,Ürün Adı,En Düşük Fiyat,Medyan Fiyat,Ram(Bellek) Frekansı,Sabit Disk(HDD) Boyutu,Harici Ekran Kartı Belleği,Harici Ekran Kartı Modeli
15.6 İnç,FreeDos,1920x1080,LED (IPS),Full HD,1.90 kg,4 GB,Intel Core i3-1005G1,3.40 GHz,2 Çekirdek,Intel,1.20 GHz,4 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-acer-aspire-a315-56-intel-core-i3-1005g1-4gb-ram-256gb-ssd-freedos-15-6-inc-laptop-notebook-fiyatlari,946758315",Acer Aspire A315-56 Intel Core i3 1005G1 4GB Ram 256GB SSD Freedos 15.6 inç Laptop - Notebook,7999.0,8599,2666 MHz,Yok,Yok,Yok
14 inç,FreeDos,1920x1080 Piksel,LED (TN),Full HD,1.60 kg,8 GB,Intel Core i3-1115G4,4.10 GHz,2 Çekirdek,Intel,3.00 GHz,6 MB,DDR4,120 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ka001ttx002-v14-i3-1115g4-8-gb-120-gb-ssd-14-inc-fhd-free-dos-tasinabilir-bilgisayar-fiyatlari,2092221756",Lenovo 82KA001TTX002 V14 I3-1115G4 8 GB 120 GB SSD 14 inç FHD Free Dos Taşınabilir Bilgisayar,8647.05,9029,3200 MHz,,,
15.6 inç,FreeDos,1920 x1080 Piksel,TN,Full HD,1.70 kg,8 GB,AMD Ryzen 5-4600H,4.00 GHz,6 Çekirdek,AMD,3.00 GHz,11 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-vivobook-15-m1502ia-ej132-r5-4600h-8-gb-ram-256-gb-ssd-15-6-dos-dizustu-bilgisayar-fiyatlari,2063241677","Asus VivoBook 15 M1502IA-EJ132 R5-4600H 8 GB Ram 256 GB SSD 15.6"" Dos Dizüstü Bilgisayar",9949.0,10520,3200 MHz,,,
15.6 İnç,Linux,1920x1080 Piksel,LED (WVA),Full HD,1.69 kg,4 GB,Intel Core i3-1115G4,4.10 GHz,2 Çekirdek,Intel,,6 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-dell-nb-vostro-3510-n1823vn3510u-i3-1115g4-4gb-ram-256gb-ssd-15-6-fhd-ubuntu-dizustu-bilgisayar-fiyatlari,2089464701",Dell NB VOSTRO 3510 N1823VN3510_U I3-1115G4 4GB Ram 256GB SSD 15.6 FHD Ubuntu Dizüstü Bilgisayar,8763.4,9666,2666 MHz,,,
14 inç,FreeDos,1920x1080 Piksel,LED (IPS),Full HD,1.46 kg,8 GB,Intel Core i5-1135G7,4.20 GHz,4 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-14s-dq2006nt-g7-4g6a5ea-intel-core-i5-1135g7-8gb-256gb-ssd-freedos-14-inc-tasinabilir-bilgisayar-fiyatlari,937818475",HP 14S-DQ2006NT G7 4G6A5EA Intel Core i5 1135G7 8GB 256GB SSD Freedos 14 inç Taşınabilir Bilgisayar,9999.0,12068,3200 MHz,Yok,Yok,Yok
14 inç,FreeDos,1920x1080 Piksel,,Full HD,1.50 kg,4 GB,Intel Core i3-10110U,4.10 GHz,2 Çekirdek,Intel,2.10 GHz,4 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-x415fa-ek068-intel-core-i3-10110u-4-gb-ram-256-gb-ssd-freedos-14-tasinabilir-bilgisayar-fiyatlari,1732846165","Asus X415FA-EK068 Intel Core i3-10110U 4 GB Ram 256 GB SSD Freedos 14"" Taşınabilir Bilgisayar",6949.0,8639,2666 MHz,,Yok,Yok
15.6 inç,FreeDos,1366x768 Piksel,,,1.90 kg,4 GB,Intel Celeron N4020,,2 Çekirdek,Intel,1.10 GHz,4 MB,DDR4,Yok,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-f543ma-gq1348-celeron-n4020-4gb-ram-1tb-hdd-15-6-freedos-hd-fiyatlari,1188260290",Asus F543MA-GQ1348 Celeron N4020 4GB Ram 1TB HDD 15.6'' Freedos HD,5683.02,5699,,1 TB,Yok,Yok
15.6 inç,FreeDos,1920x1080 Piksel,,Full HD,1.90 kg,4 GB,AMD A6-9225,,,,,,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-x540ba-dm317-amd-a6-9225-4gb-ram-256gb-ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-fiyatlari,1202296646",Asus X540BA-DM317 AMD A6-9225 4GB Ram 256GB SSD 15.6 FullHD FreeDos Taşınabilir Bilgisayar,6800.0,7200,,Yok,Yok,Yok
15.6 inç,FreeDos,1920x1080 Piksel,LED (TN),Full HD,1.70 kg,8 GB,AMD Ryzen 3 5300U,3.80 GHz,4 Çekirdek,AMD,2.60 GHz,4 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-v15-g2-alc-82kd0041tx-ryzen-3-5300u-8-gb-ram-256-gb-ssd-free-dos-dizustu-bilgisayar-fiyatlari,2063236056",Lenovo V15 G2 ALC 82KD0041TX Ryzen 3-5300U 8 GB Ram 256 GB SSD Free Dos Dizüstü Bilgisayar,8095.39,8849,3200 MHz,,,
14.0 İnç,Windows,1920x1080 Piksel,LED (TN),FHD,1.60 kg,8 GB,AMD Ryzen 3 5300U,3.80 GHz,4 Çekirdek,AMD,2.60 GHz,4 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82kc000jtx-v14-g2-alc-ryzen-3-5300u-8gb-ram-256gb-m-2-ssd-w10h-14-dizustu-bilgisayar-fiyatlari,1041489663","Lenovo 82KC000JTX V14 G2 ALC Ryzen 3 5300U 8GB Ram 256GB M.2 SSD W10H 14"" Dizüstü Bilgisayar",8399.0,9700,3200 MHz,,Yok,Yok
14 İnç,Windows,1366x768 Piksel,LED (TN),HD,1.40 kg,4 GB,Intel Celeron N4020,2.80 GHz,2 Çekirdek,Intel,1.10 GHz,4 MB,DDR4,,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-ideapad-81vu008etx-intel-celeron-n4020-4-gb-ram-128-gb-ssd-windows-10-pro-14-inc-full-hd-laptop-notebook-fiyatlari,998195325",Lenovo IdeaPad 81VU008ETX Intel Celeron N4020 4 GB RAM 128 GB SSD Windows 10 Pro 14 inç Full HD Laptop - Notebook,5820.0,6360,2400 MHz,,Yok,Yok
14 inç,Windows 11 Home,1920x1080 Piksel,LED (TN),Full HD,1.60 kg,4 GB,Intel Celeron N4020,2.80 GHz,2 Çekirdek,Intel,1.10 GHz,4 MB,DDR4,128 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-x415ma-ek385w-intel-celeron-n4020-4-gb-ram-128-gb-ssd-14-fhd-win11-notebook-fiyatlari,2068677138","Asus X415Ma-Ek385W Intel Celeron N4020 4 GB Ram 128 GB SSD 14"" Fhd Win11 Notebook",5999.0,6500,,Yok,Yok,Yok
15.6 inç,DOS,1920x1080 Piksel,LED (lPS),Full HD,2.30 kg,8 GB,AMD Ryzen 7-3700U,4.00 GHz,4 Çekirdek,AMD,2.30 GHz,4 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-acer-aspire-3-a315-23-nx-hvtey-00d-amd-ryzen-7-3700u-8gb-ram-512gb-ssd-freedos-15-6-inc-laptop-notebook-fiyatlari,975190572",Acer Aspire 3 A315-23 NX-HVTEY-00D AMD Ryzen 7 3700U 8GB Ram 512GB SSD Freedos 15.6 inç Laptop - Notebook,9599.99,10082,,Yok,Yok,Yok
15.6 inç,Windows,1920x1080 Piksel,,Full HD,1.80 kg,4 GB,,,,,,,,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-x515ea-ej905-i3-1115g4-4-gb-ram-256-gb-ssd-15-6-dizustu-bilgisayar-fiyatlari,2010568803","Asus X515EA-EJ905 i3-1115G4 4 GB Ram 256 GB SSD 15.6"" Dizüstü Bilgisayar",8259.0,8922,,,,
15.6 İnç,FreeDos,1920x1080 Piksel,LED (TN),Full HD,1.80 kg,4 GB,Intel Core i3-1005G1,3.40 GHz,2 Çekirdek,Intel,1.20 GHz,4 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-x515ja-ej2137-intel-core-i3-1005g1-4gb-ram-256gb-ssd-freedos-15-6-inc-laptop-notebook-fiyatlari,981358891",Asus X515JA-EJ2137 Intel Core i3 1005G1 4GB RAM 256GB SSD Freedos 15.6 inç Laptop - Notebook,8399.0,8694,2666 MHz,Yok,Yok,Yok
14.0 İnç,,1366x768 Piksel,LED (SVA),HD,1.47 kg,4 GB,Intel Core i3-1005G1,3.40 GHz,2 Çekirdek,,1.20 GHz,4 MB,,128 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-9hr35es-i3-1005g1-4gb-128gb-ssd-14-inc-freedos-tasinabilir-bilgisayar-fiyatlari,517430969",HP 9HR35ES i3-1005G1 4GB 128GB SSD 14 inc FreeDos Taşınabilir Bilgisayar,7999.0,11268,2400 MHz,,,
15.6 inç,Windows,1366x768 Piksel,TN,Full HD,1.8 kg,8 GB,Intel Core i3-10110U,4.10 GHz,2 Çekirdek,Intel,2.10 GHz,4 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-x515fa-br039-05-i3-10110u-8-gb-ram-256-gb-ssd-15-6-w10h-dizustu-bilgisayar-fiyatlari,2063241691","Asus X515FA-BR039-05 i3-10110U 8 GB Ram 256 GB SSD 15.6"" W10H Dizüstü Bilgisayar",8299.0,9385,2666 MHz,,,
15.6 inç,FreeDos,1920x1080 Piksel,LED (IPS),Full HD,1.6 kg,8 GB,Intel Core i5-1135G7,4.20 GHz,4 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,128 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-everest-everbook-eb-21a3-i5-1135g7-8-gb-128-ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-fiyatlari,2086131322","Everest Everbook Eb-21a3 İ5-1135g7 8 Gb 128 Ssd 15.6"" Fullhd Freedos Taşınabilir Bilgisayar",9349.0,9659,2666 MHz,Yok,Yok,Yok
15.6 inç,FreeDos,1920x1080 Piksel,LED (TN),Full HD,1.70 kg,4 GB,Intel Core i3-1115G4,4.10 GHz,2 Çekirdek,Intel,,6 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82kb000ctx-intel-core-i3-1115g4-4-gb-256gb-ssd-15-6-freedos-dizustu-bilgisayar-fiyatlari,2068107027","Lenovo 82KB000CTX Intel Core i3-1115G4 4 GB 256GB SSD 15.6"" Freedos Dizüstü Bilgisayar",7789.0,9032,3200 MHz,Yok,Yok,Yok
15.6 inç,FreeDos,1920x1080 Piksel,LED (TN),Full HD,1.61 kg,8 GB,AMD Ryzen 5-3500U,4.70 GHz,4 Çekirdek,AMD,,12 MB,,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-255-g8-27k40ea-ryzen-5-3500u-8gb-ram-256gb-ssd-15-6-freedos-tasinabilir-bilgisayar-fiyatlari,810470554",HP 255 G8 27K40EA Ryzen 5 3500U 8GB Ram 256GB SSD 15.6 FreeDOS Taşınabilir Bilgisayar,9999.0,10906,3200 MHz,256 GB,Yok,Yok
15.6 inç,FreeDos,1920x1080 Piksel,LED (TN),Full HD,1.70 kg,8 GB,Intel Core i3-1115G4,4.10 GHz,2 Çekirdek,Intel,1.70 GHz,6 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82kb000ftx-v15-g2-itl-i3-1115g4-8-gb-ram-512-gb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1490895994","Lenovo 82KB000FTX V15 G2 ITL i3-1115G4 8 GB Ram 512 GB SSD 15.6"" Dizüstü Bilgisayar",8840.0,9669,3200 MHz,Yok,Yok,Yok
15.6 inç,FreeDos,1366x768 Piksel,,HD,1.9 kg,4 GB,Intel Celeron N4020,2.80 GHz,2 Çekirdek,Intel,1.10 GHz,4 MB,DDR4,Yok,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-x543ma-gq1015-intel-celeron-n4020-4gb-1tb-ob-vga-15-6-hd-led-freedos-notebook-fiyatlari,741086770",Asus X543MA-GQ1015 Intel Celeron N4020 4GB 1TB O/B VGA 15.6’’ HD LED Freedos Notebook,5879.02,5939,2133 MHz,1 TB,Yok,Yok
15.6 inç,FreeDos,1920x1080 Piksel,LED (IPS),Full HD,1.69 kg,8 GB,AMD Ryzen 5 5625U,4.30 GHz,6 Çekirdek,AMD,2.30 GHz,16 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-15s-eq3010nt-68n42ea-ryzen-5-5625u-8-gb-ram-512-gb-ssd-15-6-free-dos-fhd-dizustu-bilgisayar-fiyatlari,2019881264","HP 15S-EQ3010NT 68N42EA Ryzen 5 5625U 8 GB Ram 512 GB SSD 15.6"" Free Dos FHD Dizüstü Bilgisayar",9999.0,9999,3200 MHz,,Yok,Yok
15.6 inç,DOS,1920x1080 Piksel,LED (lPS),Full HD,2.30 kg,8 GB,AMD Ryzen 3 3250U,3.50 GHz,2 Adet,AMD,2.60 GHz,4 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-ba1500cda-bq0669-a1500cda-r3-3250u-8-gb-256-gb-15-6-dos-dizustu-bilgisayar-fiyatlari,1030733636",Asus BA1500CDA-BQ0669 A1500CDA R3-3250U 8 GB 256 GB 15.6'' DOS Dizüstü Bilgisayar,8799.0,9006,,Yok,Yok,Yok
14 İnç,Windows,1920x1080 Piksel,LED (TN),Full HD,1.8 kg,4 GB,N4020,5.00 GHz,2 Çekirdek,Intel,2.40 GHz,4 MB,DDR4,128 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-ideapad-14igl05-81vu00b5tx-celeron-n4020-4-gb-128-gb-ssd-windows-10-home-14-inc-full-hd-laptop-notebook-fiyatlari,1017867206",Lenovo IdeaPad 14IGL05 81VU00B5TX Celeron N4020 4 GB 128 GB SSD Windows 10 Home 14 inç Full HD Laptop - Notebook,6955.0,7727,2400 MHz,128 GB,4 GB,NVIDIA GeForce GTX 1650
15.6 inç,FreeDos,1920x1080 Piksel,LED (IPS),Full HD,1.74 kg,8 GB,AMD Ryzen 5 5625U,4.30 GHz,6 Çekirdek,AMD,2.30 GHz,16 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-255-g9-6q8n2es-r5-5625u-8-gb-ram-512-ssd-15-6-inc-freedoss-notebook-fiyatlari,2087431948",HP 255 G9 6Q8N2ES R5-5625U 8 gb ram 512 ssd 15.6 inç Freedoss Notebook,9893.51,10011,3200 MHz,Yok,Yok,Yok
15.6 inç,FreeDos,1366x768 Piksel,LED (TN),HD,1.80 kg,4 GB,Intel Celeron N4020,2.80 GHz,2 Çekirdek,Intel,1.10 GHz,4 MB,DDR4,128 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-x515ma-br423w-intel-celeron-n4020-4gb-ram-128gb-ssd-freedos-15-6-inc-laptop-notebook-fiyatlari,1083422362",Asus X515MA-BR423W Intel Celeron N4020 4GB Ram 128GB SSD Freedos 15.6 inç Laptop - Notebook,6199.0,6349,2666 MHz,Yok,Yok,Yok
15.6 inç,FreeDos,1366x768 Piksel,,HD,1.90 kg,4 GB,Intel Celeron N4020,2.80 GHz,2 Çekirdek,Intel,1.10 GHz,4 MB,DDR4,128 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-x543ma-gq1070-intel-celeron-4gb-ram-128gb-ssd-freedos-15-6-inc-inc-laptop-notebook-fiyatlari,771390281",Asus X543MA-GQ1070 Intel Celeron 4GB RAM 128GB SSD Freedos 15.6 inç inç Laptop - Notebook,6016.22,6921,,Yok,Yok,Yok
15.6 inç,Windows,1920x1080 Piksel,IPS,Full HD,1.7 kg,8 GB,Intel Core i5-1135G7,4.20 GHz,4 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-acer-aspire-3-a315-58-nx-addey-003-i5-1135g7-8-gb-ram-256-gb-ssd-15-6-w11h-fhd-dizustu-bilgisayar-fiyatlari,2053884879","Acer Aspire 3 A315-58 NX.ADDEY.003 i5-1135G7 8 GB Ram 256 GB SSD 15.6"" W11H FHD Dizüstü Bilgisayar",9699.03,11199,3200 MHz,,,
14 inç,FreeDos,1920x1080 Piksel,LED (IPS),Full HD,,16 GB,AMD Ryzen 5 5625U,4.30 GHz,6 Çekirdek,AMD,2.30 GHz,16 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-6q8m2es03-245-g9-ryzen-5-5625u-16-gb-256-gb-ssd-14-inc-freedos-full-hd-dizustu-bilgisayar-fiyatlari,2072339869",HP 6Q8M2ES03 245 G9 Ryzen 5 5625U 16 GB 256 GB SSD 14 inç Freedos Full Hd Dizüstü Bilgisayar,9849.99,10549,3200 MHz,Yok,Yok,Yok
15.6 inç,Linux,1920x1080 Piksel,LED (TN),Full HD,1.80 kg,4 GB,AMD Ryzen 3 3250U,3.50 GHz,2 Çekirdek,AMD,2.60 GHz,4 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-d515da-amd-ryzen-3-3250u-4gb-256gb-ssd-linux-15-6-inc-laptop-notebook-fiyatlari,780803995",Asus D515DA AMD Ryzen 3 3250U 4GB 256GB SSD Linux 15.6 inç Laptop - Notebook,7700.0,8999,2666 MHz,Yok,Yok,Yok
15.6 inç,FreeDos,1366x768 Piksel,LED (TN),HD,1.70 kg,4 GB,Intel Celeron N4020,2.80 GHz,2 Çekirdek,Intel,1.10 GHz,4 MB,LPDDR4,,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-casper-nirvana-c370-4020-4l00x-intel-celeron-n4020-4-gb-500-gb-hdd-freedos-hd-dizustu-bilgisayar-fiyatlari,2065911981",Casper Nirvana C370.4020-4L00X Intel Celeron N4020 4 GB 500 GB HDD Freedos Hd Dizüstü Bilgisayar,5499.0,5599,2666 MHz,500 GB,,
14 inç,FreeDos,1920x1080 Piksel,LED (TN),Full HD,1.60 kg,4 GB,Intel Core i3-1115G4,4.10 GHz,2 Çekirdek,Intel,3.00 GHz,6 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ka001ttx020-v14-i3-1115g4-4-gb-1-tb-ssd-14-inc-fhd-free-dos-tasinabilir-bilgisayar-fiyatlari,2092221112",Lenovo 82KA001TTX020 V14 I3-1115G4 4 GB 1 TB SSD 14 inç FHD Free Dos Taşınabilir Bilgisayar,9668.81,9992,3200 MHz,,,
14 inç,FreeDos,1920x1080 Piksel,LED (IPS),Full HD,1.47 kg,8 GB,AMD Ryzen 5 5625U,4.30 GHz,6 Çekirdek,AMD,2.30 GHz,16 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-245-g9-6q8m2es01-ryzen-5-5625u-8-gb-ram-512-gb-ssd-14-fullhd-freedos-tasinabilir-bilgisayar-fiyatlari,2075087176","HP 245 G9 6Q8M2ES01 Ryzen 5 5625U 8 GB Ram 512 GB SSD 14"" Fullhd Freedos Taşınabilir Bilgisayar",9605.24,10248,,Yok,Yok,Yok
15.6 inç,Windows 11 Home,1920x1080 Piksel,LED (IPS),Full HD,1.80 kg,4 GB,Intel Core i3-1115G4,4.10 GHz,2 Çekirdek,Intel,,6 MB,DDR4,128 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-x515ea-intel-core-i3-1115g4-4-gb-ram-128-gb-ssd-15-6-windows-11-tasinabilir-bilgisayar-fiyatlari,2067391854","Asus X515EA Intel Core i3-1115G4 4 GB Ram 128 GB SSD 15.6 "" Windows 11 Taşınabilir Bilgisayar",6808.0,7774,3200 MHz,Yok,Yok,Yok
14 inç,Windows 10,1366x768 Piksel,LED (TN),HD,1.40 kg,4 GB,Intel Core i3-5005U,,4 Çekirdek,Intel,2.00 GHz,3 MB,DDR4,120 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-casper-nirvana-c350-5005-4c00e-intel-core-i3-5005u-4gb-ram-120gb-ssd-windows-10-home-14-inc-dizustu-bilgisayar-fiyatlari,972438451",Casper Nirvana C350.5005-4C00E Intel Core I3 5005U 4GB Ram 120GB SSD Windows 10 Home 14 inç Dizüstü Bilgisayar,5799.0,6349,1600 MHz,Yok,Yok,Yok
15.6 inç,FreeDos,1920x1080 Piksel,LED (TN),Full HD,1.70 kg,12 GB,AMD Ryzen 3-5300U,3.80 GHz,4 Çekirdek,AMD,2.60 GHz,4 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-v15-82kd0041tx03-ryzen-3-5300u-12-gb-ram-256-gb-ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-fiyatlari,2076674306","Lenovo V15 82KD0041TX03 Ryzen 3 5300U 12 GB Ram 256 GB SSD 15.6"" FullHD FreeDOS Taşınabilir Bilgisayar",8368.55,8849,3200 MHz,,,
15.6 inç,FreeDos,1366x768 Piksel,LED (TN),HD,1.69 kg,4 GB,Intel Core i3-1115G4,4.10 GHz,2 Çekirdek,Intel,3.00 GHz,6 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-dell-vostro-3510-n1823vn3510u-i3-1115g4-4-gb-256-ssd-15-6-hd-freedos-tasinabilir-bilgisayar-fiyatlari,2086130143",Dell Vostro 3510 N1823VN3510_U i3-1115G4 4 GB 256 SSD 15.6'' HD FreeDOS Taşınabilir Bilgisayar,8159.99,9339,,Yok,Yok,Yok
15.6 İnç,Windows,1920x1080 Piksel,LED (TN),Full HD,1.85 kg,4 GB,Intel Celeron N4020,2.80 GHz,2 Çekirdek,Intel,1.10 GHz,4 MB,DDR4,128 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-81wq00j1tx-ideapad-3-15igl05-n4020-4-gb-ram-128-gb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1688964533","Lenovo 81WQ00J1TX IdeaPad 3 15IGL05 N4020 4 GB Ram 128 GB SSD 15.6"" Dizüstü Bilgisayar",6719.04,9684,2400 MHz,,,
15.6 İnç,FreeDos,1366x768 Piksel,LED (TN),HD,1.90 kg,4 GB,Intel Core i3-10110U,4.10 GHz,2 Çekirdek,Intel,2.10 GHz,4 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-x509fa-br951t-intel-core-i3-10110u-4gb-ram-256gb-ssd-freedos-15-6-inc-laptop-notebook-fiyatlari,979142269",Asus X509FA-BR951T Intel Core i3 10110U 4GB Ram 256GB SSD Freedos 15.6 inç Laptop - Notebook,8124.34,8199,2400 MHz,Yok,Yok,Yok
15.6 inç,DOS,1920x1080 Piksel,LED (lPS),Full HD,2.30 kg,4 GB,Intel Celeron N4000,2.60 GHz,2 Çekirdek,Intel,1.10 GHz,4 MB,DDR4,120 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-casper-nirvana-c350-4000-4c00e-intel-celeron-n4000-4gb-ram-120gb-ssd-windows-11-home-14-inc-laptop-notebook-fiyatlari,1026365081",Casper Nirvana C350.4000-4C00E Intel Celeron N4000 4GB RAM 120GB SSD Windows 11 Home 14 inç Laptop - Notebook,5449.0,5974,,Yok,Yok,Yok
15.6 inç,FreeDos,1920x1080 Piksel,LED (IPS),Full HD,1.6 kg,4 GB,Intel Core i5-1135G7,4.20 GHz,4 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-everest-everbook-eb-21a2-i5-1135g7-4-gb-256-ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-fiyatlari,2086128315",Everest EverBook EB-21A2 i5-1135G7 4 GB 256 SSD 15.6'' FullHD FreeDOS Taşınabilir Bilgisayar,9251.61,9659,2666 MHz,Yok,Yok,Yok
15.6 inç,FreeDos,1920x1080 Piksel,TN,Full HD,1.70 kg,8 GB,AMD Ryzen 5 5500U,4.00 GHz,6 Çekirdek,AMD,2.10 GHz,8 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82kd0042tx01-v15-alc-gen-2-amd-ryzen-5-5500u-8-gb-ram-512-gb-ssd-15-6-tasinabilir-bilgisayar-fiyatlari,1895573380","Lenovo 82KD0042TX01 V15 Alc Gen 2 Amd Ryzen 5 5500U 8 GB Ram 512 GB SSD 15.6"" Taşınabilir Bilgisayar",9945.55,10459,3200 MHz,,,
15.6 inç,FreeDos,1920x1080 Piksel,,Full HD,1.80 kg,4 GB,Intel Core i3-10110U,4.10 GHz,2 Çekirdek,Intel,2.10 GHz,4 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-x515fa-ej116w-i3-10110u-4gb-ram-256gb-ssd15-6-dizustu-bilgisayar-fiyatlari,1655581113",Asus X515FA-EJ116W i3-10110U 4GB RAM 256GB SSD15.6 Dizüstü Bilgisayar,7999.0,8515,2666 MHz,,Yok,Yok
15.6 inç,FreeDos,1920x1080 Piksel,LED (TN),Full HD,1.90 kg,8 GB,AMD A6-9225,3100 GHz,2 Çekirdek,AMD,2.60 GHz,1 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-asus-x540ba-dm317a3-a6-9225-8gb-256ssd-15-6-fiyatlari,2102916980",Asus X540BA-DM317A3 A6-9225 8gb 256ssd 15.6,7449.0,7779,2133 MHz,Yok,Yok,Yok
14,FreeDos,1366x768 Piksel,LED (TN),HD,1.40 kg,4 GB,Intel Celeron N4020,2.80 GHz,2 Çekirdek,Intel,1.10 GHz,4 MB,DDR4,128 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-ideapad-81vu00fqtx-4gb-ram-128gb-ssd-freedos-14-inc-platinium-gri-laptop-notebook-fiyatlari,1108800789",Lenovo IdeaPad 81VU00FQTX 4GB Ram 128GB SSD Freedos 14 inç Platinium Gri Laptop - Notebook,6239.04,6279,2400 MHz,Yok,Yok,Yok
15.6 inç,,,,,,4 GB,Intel Celeron N4500,2.80 GHz,2 Çekirdek,Intel,1.10 GHz,4 MB,DDR4,128 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-4g8h3ea-intel-celeron-n4500-4gb-128gb-ssd-15-6-inc-freedos-laptop-notebook-fiyatlari,967088824",HP 4G8H3EA Intel Celeron N4500 4GB 128GB SSD 15.6 inc Freedos Laptop - Notebook,7349.0,7474,,,,
